stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,parent_station
408,20504,PLAC ŚW. KATARZYNY 04,,53.013682,18.613886,,,
628,63101,Arena Toruń 01,,53.018825,18.591952,,,
210,51601,NAD STRUGĄ 01,,53.0510684457359,18.7123560905457,,,
133,19402,Bajeczna 02,,53.048949,18.704145,,,
94,19202,Cegielnia 02,,53.046493,18.700978,,,
424,50202,Suwalska 02,,53.040005,18.696256,,,
692,19002,Szczecińska 02,,53.037553,18.693772,,,
52,18802,Barwna 02,,53.034468,18.690584,,,
378,16702,RUBINKOWO P&R 04,,53.026891,18.679424,,,
502,02202,Ogród Zoobotaniczny 02,,53.009487,18.591117,,,
606,02002,Konopnickiej 02,,53.0099485068252,18.5851469635963,,,
326,26301,Mickiewicza 01,,53.011389,18.580238,,,
154,05103,Zajezdnia Tramwajowa 03,,53.013145,18.580294,,,
594,35006,Plac Daszyńskiego 06,,53.0210017698758,18.6479884386063,,,
68,63301,Rypińska 01,,52.999675,18.654983,,,
346,63501,Lipnowska nż. 01,,52.991824,18.652932,,,
23,46501,Lotników 02,,53.028839802394,18.6092868447304,,,
372,48101,Kanałowa 01,,53.036827,18.638796,,,
394,53802,Hutowo nż. 02,,53.041715,18.652891,,,
333,47002,Przychodnia 04,,53.0361715944875,18.6563086509705,,,
310,04204,Tofama 04,,53.034456,18.651168,,,
225,49501,gen. Orlicza-Dreszera nż. 01,,52.990473,18.607598,,,
3,21902,RUDAK 02,,53.0012136199651,18.6426669359207,,,
264,21602,Podgórska 02,,53.0026340471079,18.6270108819008,,,
598,21402,Łódzka 02,,53.001124,18.621039,,,
478,01602,Polna 02,,53.038252109205,18.612280189991,,,
35,22302,Rolnicza 02,,53.0399567662034,18.6071571707726,,,
324,23001,Traktorowa 01,,53.039857,18.603603,,,
258,43801,OSIEDLE LEŚNE - POLANA 01,,53.059093,18.560633,,,
660,48703,Koniuchy 03,,53.032773,18.599073,,,
403,47301,KOPANINO 01,,52.984400606858,18.744124174118,,,
120,57802,Kopanino - Przy Dębie nż. 02,,52.9858635698958,18.7393391132355,,,
712,57602,Złotoria - Akacjowa nż. 02,,52.988756,18.728826,,,
349,32802,Złotoria nż. 02,,52.989507,18.72357,,,
647,40202,Złotoria - Lipowa nż. 02,,52.991728,18.716834,,,
328,40002,Złotoria - Toruńska nż. 02,,52.995261,18.708535,,,
657,32702,Złotoria - Pomorska nż. 02,,52.998216,18.701301,,,
383,62902,Wodna nż. 02,,53.0032215737628,18.7024855613709,,,
24,59702,Skierki nż. 02,,53.005578,18.705241,,,
412,59502,Fantazyjna nż. 02,,53.008292,18.708034,,,
237,59402,Dyngusowa nż. 02,,53.008657,18.704245,,,
646,67602,Balladyny nż. 02,,53.008159,18.697228,,,
251,32102,Dożynkowa nż. 02,,53.008234,18.693562,,,
549,40502,Księżycowa nż. 02,,53.012045,18.688134,,,
249,31902,Wieżowa nż. 02,,53.014478,18.682565,,,
624,31702,Turystyczna nż. 02,,53.016483,18.680746,,,
539,36502,Wianki 02,,53.0187074421524,18.6754810810089,,,
726,67502,Gałczyńskiego nż. 02,,53.0161951585722,18.5873007774353,,,
579,63002,Arena Toruń 02,,53.018442,18.591941,,,
1704,68704,Hallera 04,,52.9951301286915,18.6022057341343,,,
228,49301,Letnia 01,,52.990189,18.603104,,,
161,55402,Drzymały 02,,52.991122399795,18.595165014267,,,
250,23401,Parkowa 01,,52.993933,18.593035,,,
616,50801,Poznańska (komisariat) nż. 01,,52.991929,18.5858,,,
460,23501,Kluczyki nż. 01,,52.989952,18.583147,,,
197,51001,Kluczyki Cmentarz nż. 01,,52.986998268945,18.5797569367974,,,
377,23801,Polmozbyt nż. 01,,52.98475,18.577349,,,
12,24001,Kręta 01,,52.981208,18.573612,,,
753,55201,Stepowa nż. 01,,52.978473,18.570722,,,
176,36301,Gniewkowska nż. 01,,52.976623,18.567407,,,
61,36701,Bliska nż. 01,,52.976455,18.562302,,,
287,36900,SZUBIŃSKA 00,,52.976405,18.555447,,,
648,65203,Wiśniowieckiego 03,,53.041148,18.599353,,,
167,64602,Freytaga 02,,53.044057,18.601354,,,
256,14802,Hubego 02,,53.0469649882409,18.6034959554672,,,
639,06802,Grasera 02,,53.0510362000488,18.6038929224014,,,
196,68502,STROBANDA 02,,53.0525251194869,18.6045621335506,,,
286,41904,Katarzynka PKP nż. 04,,53.052471,18.616239,,,
91,39800,FORTECZNA 00,,53.055582603797,18.6171591281891,,,
241,39502,Paderewskiego nż. 02,,52.990301,18.590212,,,
170,37803,Drzymały 03,,52.990312,18.594325,,,
205,67303,Starotoruńska 03,,53.0199030247764,18.5203528404236,,,
169,76101,Przysiek n/ż 01,,53.030988,18.500451,,,
601,76201,Rozgarty n/ż 01,,53.037812,18.481378,,,
291,76301,Rozgarty-Kwiatowa n/ż 01,,53.040706,18.479291,,,
209,76401,ROZGARTY - STARA SZKOŁA 01,,53.043875,18.489532,,,
236,39003,Rypińska 03,,53.000292,18.65499,,,
95,65702,Kmicica nż. 02,,53.005308,18.65619,,,
564,25902,Skrzetuskiego nż. 02,,53.005397,18.648946,,,
184,25702,Szkoła nż. 02,,53.006041,18.641503,,,
295,21701,Grzybowa nż. 01,,53.002468,18.637796,,,
22,43601,Telimeny 01,,53.000227,18.640781,,,
98,65105,Gen. Grota Roweckiego nż. 05,,52.9972264895541,18.6337459087372,,,
158,43401,Zakole 01,,52.9946354645394,18.6301812529564,,,
302,51501,Dandelskiego 01,,52.9912305728725,18.6243259906769,,,
215,54603,Kniaziewicza 03,,52.9946629092327,18.6169955134392,,,
297,37001,Biała 01,,52.995464,18.610783,,,
627,37201,63. Pułku Piechoty 01,,52.995326,18.607194,,,
635,19501,Kresowa 01,,53.052726,18.709867,,,
411,48301,Toruńska 01,,53.054336,18.712019,,,
89,09003,Grębocin n/ż 03,,53.058481,18.716053,,,
737,61501,KOLONIA PAPOWSKA 01,,53.0668151618126,18.6922764033079,,,
146,19701,Grębocin n/ż 01,,53.058251,18.719534,,,
39,20001,Ośrodek Zdrowia n/ż 01,,53.061268,18.728774,,,
113,20201,Rogówko - Ogrodnik nż. 01,,53.065519,18.742374,,,
263,20401,Rogówko n/ż 01,,53.07074,18.757094,,,
740,39101,Brzeźno n/ż 01,,53.087895,18.772619,,,
738,39301,GRONOWO 01,,53.102805,18.790478,,,
92,39202,Brzeźno n/ż 02,,53.08839,18.772686,,,
425,63602,Rogówko n/ż 02,,53.07056,18.756067,,,
140,20302,Rogówko - Ogrodnik nż. 02,,53.065409,18.741564,,,
199,20102,Ośrodek Zdrowia n/ż 02,,53.061147,18.727723,,,
1,19802,Grębocin n/ż 02,,53.057149,18.716862,,,
431,19602,Kresowa 02,,53.053272,18.710147,,,
150,33302,Meprozet nż. 02,,53.0524227428076,18.7020885944366,,,
163,15002,Nad Rzeczką nż 02,,53.051463,18.70499,,,
599,48003,Garbaty Mostek 03,,53.019612,18.623607,,,
519,37704,Drzymały 04,,52.990414,18.594723,,,
721,39401,Paderewskiego nż. 01,,52.990406,18.59024,,,
812,48204,Barwna 04,,53.034650219036,18.6923114459514,,,
632,57203,PLAC SKALSKIEGO 03,,53.014685,18.560551,,,
515,24203,Gniewkowska nż. 03,,52.975993,18.568209,,,
602,24401,Osiedle Leśny Zakątek nż. 01,,52.974105,18.567199,,,
99,24601,Baza Transportu nż. 01,,52.9708456588904,18.5652074217796,,,
7,14601,Poznańska nż. 01,,52.969284,18.562627,,,
469,67801,Poznańska-osiedle 01,,52.969588950089,18.5570159554482,,,
711,24700,POZNAŃSKA 00,,52.9713023975408,18.5559933638587,,,
669,04003,Tofama 03,,53.0349361405691,18.6537230014801,,,
713,47101,Przychodnia 05,,53.0368554336563,18.6566680669785,,,
221,53901,Hutowo nż. 01,,53.041889,18.652048,,,
212,71001,OBROWO 01,,52.9715999896834,18.8781595230103,,,
48,70901,Kawęczyn nż. 01,,52.9856116725063,18.8643836975098,,,
355,70701,Zawały I nż. 01,,52.996571,18.842542,,,
664,78301,Dobrzejewice-staw nż. 01,,53.0004129949816,18.8333773612976,,,
474,70501,Dobrzejewice nż. 01,,53.00619,18.836079,,,
168,70301,Głogowo nż. 01,,53.013663,18.821285,,,
28,67404,Lisia nż. 04,,53.0424725039129,18.5787552595139,,,
701,41801,Krucza nż. 01,,53.0425095938194,18.5761079192162,,,
335,41501,WRZOSOWA 01,,53.042063,18.572211,,,
305,41601,Jastrzębia nż. 01,,53.0406147425503,18.573911190033,,,
229,41701,Myśliwska nż. 01,,53.040638,18.580161,,,
499,02703,Dębowa Góra 03,,53.034667,18.629627,,,
619,55802,Towarowa 02,,53.0329280492134,18.627056479454,,,
644,56202,Zaułek Dworcowy nż. 02,,53.02887,18.62372,,,
366,54201,Młyn Wiedzy nż 01,,53.0251415771482,18.6278343200684,,,
270,71101,Obrowo-Osiedle nż. 01,,52.963123,18.863043,,,
576,71301,Kolonia Obrowska nż. 01,,52.95513,18.848132,,,
531,71501,Sąsieczno nż. 01,,52.9507727178671,18.8433766365051,,,
119,71703,Osiek-Siciny I nż. 01,,52.940056,18.832784,,,
356,71901,Osiek-Siciny II nż. 01,,52.93314,18.815538,,,
420,72101,Osiek-Szkoła nż. 01,,52.9263168359386,18.8081082701683,,,
15,72301,Osiek nż. 01,,52.928249,18.80187,,,
159,72501,Dzikowo skrz. nż. 01,,52.9318529088771,18.7852504849434,,,
683,72701,Dzikowo nż. 01,,52.9308424343686,18.7678322196007,,,
290,72901,Silno IV nż. 01,,52.933244,18.748208,,,
396,73101,Silno III nż. 01,,52.9409073242959,18.7342777848244,,,
642,73301,Silno II nż. 01,,52.9472690152609,18.7288865447044,,,
213,73501,Silno I nż. 01,,52.9529252209745,18.7258958816528,,,
641,73701,Grabowiec-Wieś nż. 01,,52.9661416975028,18.7218269705772,,,
66,73901,Grabowiec II nż. 01,,52.971511,18.71783,,,
147,74201,Grabowiec I nż. 01,,52.977755,18.710607,,,
274,78701,Złotoria II nż. 01,,52.981732,18.707,,,
452,74301,Złotoria I nż. 01,,52.9873297127243,18.7037354707718,,,
201,67703,Drwęca nż. 03,,53.002533,18.699675,,,
74,32302,Kogucia nż. 02,,53.0045192691377,18.697657585144,,,
421,50603,Księżycowa nż. 03,,53.01252,18.689177,,,
427,34901,WSCHODNIA (pętla) 01,,53.028895,18.643755,,,
538,62501,KROBIA nż 01,,53.0365425463259,18.7862858176231,,,
415,62301,Krobia-Poligraficzna nż. 01,,53.0370344557984,18.7825655937195,,,
569,62202,Krobia-Osiedlowa nż. 02,,53.03351,18.778142,,,
193,62002,Krobia-Kalinowa nż. 02,,53.0301939913843,18.7739503383636,,,
728,38402,Lubicz Dolny - Lipowa n/ż 02,,53.031936065966,18.7395107746124,,,
661,55102,Odległa nż 02,,53.0356538694127,18.7206012010574,,,
191,38002,Kusocińskiego nż. 02,,53.0306440340593,18.6984971165657,,,
181,49802,Kolankowskiego 02,,53.029781,18.694116,,,
659,01502,Reja 02,,53.014582,18.571439,,,
707,00604,Sztuki Piękne 04,,53.0139731905103,18.5830011963844,,,
457,12301,Kociewska 01,,53.042001,18.636349,,,
542,06201,RUBINKOWO P&R 01,,53.0272460150831,18.6793059110641,,,
26,54103,OLIMPIJSKA P&R nż. 03,,53.027388,18.703394,,,
344,74604,Lubicz Górny 04,,53.025443,18.775086,,,
414,70002,Brzozówka nż. 02,,53.020183,18.801782,,,
247,70202,Głogowo nż. 02,,53.013958,18.82006,,,
2029,81104,Dobrzejewice nż. 04,,53.0079368311799,18.8353085517883,,,
2062,87102,Dobrzejewice - Cmentarz nż 02,,53.0037187054563,18.8485962152481,,,
2042,84502,Łążyn II nż 02,,53.0014460566955,18.8643729686737,,,
2027,81002,Łążyn I nż 02,,53.0002096080443,18.8907873630524,,,
2057,89602,Zębowo III nż 02,,53.0041125329936,18.9059042930603,,,
2031,80802,Zębowo - Szkoła nż 02,,53.0065399807833,18.9227056503296,,,
2059,85502,Zębowo II nż 02,,52.99533933469,18.9204847812653,,,
2055,89202,Zębowo I nż 02,,52.9911934388615,18.9165607094765,,,
2058,80602,Kazimierzewo nż 02,,52.9842294401746,18.9138114452362,,,
2023,80402,Bartoszewo nż 02,,52.9754570471444,18.9107751846313,,,
2040,80202,Zębówiec nż 02,,52.9694500314492,18.9050607383251,,,
545,65502,Bema 02,,53.021896,18.595931,,,
123,54902,Orzechowa nż. 02,,53.0349361405691,18.5756707191467,,,
567,30102,Bluszczowa nż. 02,,53.030312,18.56561,,,
557,30002,Lotnisko nż. 02,,53.026437,18.565304,,,
747,74503,Złotoria - Pomorska nż. 03,,52.9982870699018,18.7009057402611,,,
691,32601,Złotoria - Pomorska nż. 01,,52.9967357403645,18.7045240402222,,,
625,39901,Złotoria - Toruńska nż. 01,,52.9942528514104,18.7097597122192,,,
518,40101,Złotoria - Lipowa nż. 01,,52.9916616479677,18.7167656421661,,,
72,47201,Złotoria nż. 01,,52.989276,18.72414,,,
734,57501,Złotoria - Akacjowa nż. 01,,52.988588,18.729105,,,
440,57701,Kopanino - Przy Dębie nż. 01,,52.985702,18.739515,,,
741,24801,GLINKI 01,,52.964902,18.554652,,,
610,32502,DRWĘCA 02,,53.001748,18.70096,,,
811,50506,Ligi Polskiej 06,,53.021948,18.689185,,,
211,59803,Dożynkowa nż. 3,,53.007106,18.694828,,,
248,32201,Kogucia nż. 01,,53.004271,18.6977,,,
25,32401,Drwęca nż. 01,,53.0022127662052,18.6997953057289,,,
708,74402,Złotoria I nż. 02,,52.986972,18.703776,,,
2,78602,Złotoria II nż. 02,,52.9817232239068,18.7068843841553,,,
69,74102,Grabowiec I nż. 02,,52.978317,18.709887,,,
214,74002,Grabowiec II nż. 02,,52.970841,18.718443,,,
754,73802,Grabowiec-Wieś nż. 02,,52.9653387193521,18.7218420541348,,,
303,73602,Silno I nż. 02,,52.951637,18.72642,,,
315,73402,Silno II nż. 02,,52.947017,18.729015,,,
202,73202,Silno III nż. 02,,52.941201,18.733745,,,
507,73002,Silno IV nż. 02,,52.932957,18.748789,,,
426,72802,Dzikowo nż. 02,,52.930663,18.768522,,,
614,72602,Dzikowo skrz. nż. 02,,52.931708,18.784793,,,
27,72402,Osiek nż. 02,,52.927688,18.803183,,,
588,72202,Osiek-Szkoła nż. 02,,52.9263369134652,18.8084112447584,,,
730,72002,Osiek-Siciny II nż. 02,,52.933253,18.816222,,,
571,71804,Osiek-Siciny I nż. 02,,52.9404547293382,18.8328757882118,,,
87,71602,Sąsieczno nż. 02,,52.9514061983742,18.844438791275,,,
704,71402,Kolonia Obrowska nż. 02,,52.955553,18.848774,,,
689,71202,Obrowo-Osiedle nż. 02,,52.963125,18.863222,,,
222,53001,KOŁOWA 01,,53.043872,18.685644,,,
727,53101,Na Zapleczu 01,,53.040036,18.686725,,,
82,05301,Katarzynki nż. 01,,53.0374457200663,18.6876341700554,,,
700,05402,Chrzanowskiego nż. 02,,53.036457,18.685114,,,
336,05602,Bukowa 02,,53.036168,18.674521,,,
311,67002,Niesiołowskiego nż. 02,,53.0303214232994,18.6774551868439,,,
590,03208,DWORZEC WSCHODNI 08,,53.025249261689,18.6333341896534,,,
343,42402,Traktorowa 02,,53.039842,18.606478,,,
510,22201,Rolnicza 01,,53.039281,18.610104,,,
165,21900,RUDAK 00,,53.0011361407768,18.6426749825478,,,
345,42602,Liliowa nż. 02,,53.0435061715332,18.5888323187828,,,
190,47602,Wiśniowieckiego 02,,53.04027,18.598541,,,
300,13701,KONIUCHY 01,,53.033472,18.599667,,,
144,39801,FORTECZNA 01,,53.055335,18.617033,,,
363,68301,Katarzynka PKP nż. 01,,53.052217,18.614626,,,
617,68401,Rybińskiego 01,,53.052849,18.609025,,,
437,27901,STROBANDA 01,,53.051767,18.603498,,,
710,18401,Grasera 01,,53.050133,18.603983,,,
81,64801,Hubego 01,,53.04622,18.60274,,,
439,64701,Freytaga 01,,53.043563,18.600841,,,
443,13501,Osiedle Tysiąclecia 01,,53.029531,18.601236,,,
684,77003,Brzozówka nż. 03,,53.0214277075862,18.8031515479088,,,
136,78502,Brzozówka - sklep nż. 02,,53.0241816805993,18.8093045353889,,,
59,77102,Brzozówka-wieś nż. 02,,53.026462,18.816617,,,
667,77302,Brzozówka-Olszynowa nż. 2,,53.028417970694,18.8228014111519,,,
60,77502,Szembekowo-Osiedlowa nż. 02,,53.0304327242842,18.8348069787025,,,
631,77702,Szembekowo-OSP nż. 02,,53.043611,18.843014,,,
736,77902,Szembekowo-skrz. nż. 02,,53.050421,18.844947,,,
2041,88701,Mierzynek nż 01,,53.0407808477367,18.8136550784111,,,
2061,83002,Mierzynek - Leśna nż. 02,,53.0391987908077,18.8052302598953,,,
2044,82701,Krobia - Radosna nż 01,,53.0399519281048,18.7863716483116,,,
2053,82501,Młyniec II Nad Doliną nż 01,,53.0501913544494,18.7948930263519,,,
2051,92301,Młyniec II Dolina Drwęcy nż Dolina Drwęcy,,53.0571559991767,18.8044792413712,,,
2037,82301,Młyniec II nż 01,,53.0651784548734,18.817238509655,,,
2046,82101,Młyniec I nż 01,,53.0675041557332,18.8063192367554,,,
2054,81901,Młyniec I Żwirownia nż 01,,53.0578129069873,18.7900301814079,,,
2028,81802,Jedwabno nż 02,,53.0512457965838,18.7688300013542,,,
2038,81501,Jedwabno Widokowa nż 01,,53.0439157615183,18.7659573554993,,,
178,40401,EC GRĘBOCIN 01,,53.0457096875497,18.6968502402306,,,
11,52404,Chełmska 04,,53.040238,18.698399,,,
583,53501,Krynicka 01,,53.036187,18.705064,,,
543,52201,Ostrołęcka 01,,53.036115,18.700174,,,
294,52004,Pilska 04,,53.037907,18.69544,,,
600,76501,Rozgarty-Leśna n/ż 01,,53.046154,18.493574,,,
96,76601,Rozgarty-Wróblowa n/ż 01,,53.0416258778039,18.4991928935051,,,
124,76701,Przysiek-Błotka n/ż 01,,53.0367151184848,18.5048148036003,,,
618,76801,Przysiek-Szkoła n/ż 01,,53.032194,18.502405,,,
54,76902,Przysiek n/ż 02,,53.030476,18.501315,,,
783,54002,MOTOARENA 02,,53.0156731596547,18.5487453639507,,,
828,31403,Dworzec Miasto 03,,53.010882,18.619376,,,
883,56803,Gołębia 03,,53.015382,18.631453,,,
459,14401,Targowa 01,,53.0170681009206,18.6369431018829,,,
563,09903,DWORZEC GŁÓWNY 03,,53.001094,18.614714,,,
731,10202,Plac Armii Krajowej 02,,52.998933,18.606742,,,
342,43800,OSIEDLE LEŚNE-POLANA 00,,53.0591686040802,18.5613772273064,,,
493,39703,Katarzynka PKP nż. 03,,53.0513844521928,18.6155927181244,,,
58,51101,Forteczna nż. 01,,53.047813,18.616118,,,
762,64402,Fort V nż. 02,,53.041849,18.608501,,,
1762,40702,Elektryczna 02,,53.0393136549451,18.5990259470236,,,
503,00303,Barwna 03,,53.035394,18.690523,,,
570,05204,Bukowa 04,,53.037166,18.673292,,,
93,05004,Elana B nż. 04,,53.037212,18.668504,,,
389,04503,Elana A nż. 03,,53.037148965067,18.6610400676727,,,
16,65802,GLINIECKA 02,,53.003846,18.667205,,,
341,26002,DZIAŁKI RUDAK 02,,53.005518,18.659779,,,
314,53702,Rudacka nż. 02,,53.0033200321178,18.6312836408615,,,
1927,20606,PLAC ŚW. KATARZYNY 09,,53.0142442864236,18.6131143569946,,,
2052,81402,Lubicz - Tęczowa nż 02,,53.0339216225678,18.7625281512737,,,
2035,81602,Jedwabno Widokowa nż 02,,53.0438480343091,18.7660270929337,,,
2050,82002,Młyniec I Żwirownia nż 02,,53.0577766362652,18.7900154292583,,,
2060,82202,Młyniec I nż 02,,53.0674912623809,18.8063728809357,,,
2030,82402,Młyniec II nż 02,,53.0653799238798,18.8171848654747,,,
2039,90002,Młyniec II Dolina Drwęcy nż 02,,53.0571463268397,18.8043451309204,,,
2047,82602,Młyniec II Nad Doliną nż 02,,53.0503461365618,18.7948179244995,,,
2065,82802,Krobia - Radosna nż 02,,53.0399777312909,18.786261677742,,,
2063,83402,KROBIA nż 02,,53.0364663401761,18.7857922911644,,,
2049,82901,Mierzynek - Leśna nż. 01,,53.0388843077428,18.8022208213806,,,
2020,78802,Mierzynek nż 02,,53.0407824604052,18.8138374686241,,,
2033,83202,Szembekowo nż 02,,53.0500728490189,18.8363103568554,,,
142,19904,GRĘBOCIN (pętla) 04,,53.057688,18.718947,,,
164,15103,Poznańska-osiedle 03,,52.967731,18.5592,,,
463,70402,Dobrzejewice nż. 02,,53.0066803941319,18.8361990451813,,,
186,78202,Dobrzejewice-staw nż. 02,,53.000302,18.833428,,,
29,70602,Zawały I nż. 02,,52.9960803232089,18.8430574536324,,,
597,70802,Kawęczyn nż. 02,,52.984841,18.865215,,,
1977,69401,Gminna nż 01,,53.0403196220484,18.7168139219284,,,
1939,69302,Przelot nż 02,,53.0378843976284,18.7251824140549,,,
149,10503,Przychodnia 03,,53.036295783067,18.6579769849777,,,
444,04903,Elana B nż. 03,,53.0369360743528,18.6677241325378,,,
496,05501,Bukowa 01,,53.036883,18.675832,,,
235,62701,Chrzanowskiego nż. 01,,53.035727,18.686592,,,
449,66303,Chrobrego nż. 03,,53.031215,18.629962,,,
745,41402,Fabryczna nż. 02,,53.028969,18.630325,,,
240,66605,Tofama 05,,53.0342522709612,18.652800321579,,,
450,66001,Chrobrego nż. 01,,53.031772,18.628806,,,
138,66801,Urząd Celny nż. 01,,53.030879,18.623903,,,
153,54503,Letnia 03,,52.990141,18.604702,,,
520,49402,gen. Orlicza-Dreszera nż. 02,,52.990314,18.609176,,,
384,66704,Sczanieckiego 04,,53.027368,18.612217,,,
490,66902,Urząd Celny nż. 02,,53.03051,18.623817,,,
130,66102,Chrobrego nż. 02,,53.03159,18.631316,,,
652,51903,Pilska 03,,53.037532,18.696135,,,
337,52102,Ostrołęcka 02,,53.035682,18.701053,,,
751,53402,Krynicka 02,,53.036294,18.705079,,,
301,52303,Chełmska 03,,53.040121,18.698745,,,
350,40301,Ceramiczna 01,,53.046755,18.700541,,,
869,15609,Rydygiera 09,,53.023425,18.659512,,,
857,48604,Plac Daszyńskiego 04,,53.02146,18.646341,,,
640,14702,Targowa 02,,53.0171778225542,18.6365246772766,,,
771,13904,Gołębia 04,,53.015611,18.631367,,,
852,31304,Dworzec Miasto 04,,53.0111579957534,18.6192821336731,,,
1789,00609,Sztuki Piękne 09,,53.0139731905103,18.5810646414757,,,
809,07404,Polna 04,,53.038582,18.613513,,,
461,41301,Fabryczna nż. 01,,53.029881,18.630437,,,
446,66204,Chrobrego nż. 04,,53.032869,18.6301,,,
2022,80101,Zębówiec nż 01,,52.969193192323,18.9046543836594,,,
2056,80301,Bartoszewo nż 01,,52.9753019961992,18.9108610153198,,,
2021,80501,Kazimierzewo nż 01,,52.9841842262205,18.9138543605804,,,
2048,89801,Zębowo I nż 01,,52.9912111986098,18.9166653156281,,,
2043,88901,Zębowo II nż 01,,52.9952699168135,18.9205008745193,,,
2045,80701,Zębowo - Szkoła nż 01,,53.0064237762873,18.9227700233459,,,
2032,88801,Zębowo III nż 01,,53.0040156904897,18.9055502414703,,,
2025,80901,Łążyn I nż 01,,53.0002386633797,18.8908624649048,,,
2024,89102,Łążyn II nż 01,,53.0014912525811,18.8641583919525,,,
2026,87002,Dobrzejewice - Cmentarz nż 01,,53.0037961800098,18.8485157489777,,,
2064,81203,Dobrzejewice nż. 03,,53.0083733880923,18.8347882032394,,,
577,17804,Fort V nż. 04,,53.0420967652347,18.6096274852753,,,
172,51702,Forteczna nż. 02,,53.048427,18.616452,,,
521,64501,Fort V nż. 01,,53.0411646611562,18.6089837551117,,,
456,30401,Niesiołowskiego nż. 01,,53.0306359688197,18.674421608448,,,
501,52703,Katarzynki nż. 02,,53.037769,18.68848,,,
129,52801,Na Zapleczu 02,,53.040245,18.691108,,,
288,52901,Os. Pancernych 01,,53.043525,18.691342,,,
1938,69201,Przelot nż 01,,53.0382569474943,18.7244126200676,,,
423,08302,OKÓLNA 02,,52.986381,18.616051,,,
1763,40601,Elektryczna 01,,53.0399909934778,18.6006781877649,,,
901,60004,Kusocińskiego nż. 04,,53.0317073248897,18.7004352305997,,,
